	id	title	menu_name	menu_type	menu_price
189	18	노티드 성수피치스	흑임자 크림 밀크티 (HOT)	0	6300
190	18	노티드 성수피치스	흑임자 크림 밀크티 (ICE)	0	6300
191	18	노티드 성수피치스	아메리카노 (HOT)	0	4500
192	18	노티드 성수피치스	아메리카노 (ICE) - 곰돌이	0	5500
193	18	노티드 성수피치스	카페라떼 (HOT)	0	5500
194	18	노티드 성수피치스	카페라떼 (ICE) - 곰돌이	0	6500
195	18	노티드 성수피치스	바닐라라떼 (HOT)	0	6000
196	18	노티드 성수피치스	바닐라라떼 (ICE)	0	6000
197	18	노티드 성수피치스	노티드 크림 커피 (ICE)	0	6300
198	18	노티드 성수피치스	노티드 블랜드 콜드브루 (캔)	0	3800
199	18	노티드 성수피치스	피치스 소다	0	6500
200	18	노티드 성수피치스	퓨얼티 (캔)	0	6000
201	18	노티드 성수피치스	도원 소다	0	6500
202	18	노티드 성수피치스	노티드 크림 말차 (ICE)	0	6000
203	18	노티드 성수피치스	애플 캐모마일티 (HOT)	0	5800
204	18	노티드 성수피치스	애플 캐모마일티 (ICE)	0	5800
205	19	LOWIDE	로와이드 라떼	1	6500
206	19	LOWIDE	로우 라떼	1	7000
207	19	LOWIDE	와이드 라떼	1	6500
208	19	LOWIDE	서머에이드	1	7000
209	19	LOWIDE	아메리카노	0	5000
210	19	LOWIDE	카페 라떼	0	6000
211	19	LOWIDE	말차초코라떼	0	6500
212	20	탐광	가츠동	0	-1
213	21	센터커피 서울숲점	핸드드립	1	0
214	21	센터커피 서울숲점	쑥라떼	1	6500
215	21	센터커피 서울숲점	에스프레소	0	5000
216	21	센터커피 서울숲점	아메리카노	0	5000
217	21	센터커피 서울숲점	라떼	0	6000
218	21	센터커피 서울숲점	카푸치노	0	6000
219	21	센터커피 서울숲점	모카	0	6500
220	21	센터커피 서울숲점	Tea	0	6000
221	21	센터커피 서울숲점	핫/아이스 초콜릿	0	6500
222	21	센터커피 서울숲점	주스	0	7000
223	21	센터커피 서울숲점	시그니처음료	0	7500
224	21	센터커피 서울숲점	콜드브루	0	7000
225	21	센터커피 서울숲점	버터쿠키라떼	0	6500
226	21	센터커피 서울숲점	플랫화이트	0	5500
227	21	센터커피 서울숲점	콜드브루 디카페인	0	6000
228	21	센터커피 서울숲점	콜드브루 게이샤	0	7000
229	21	센터커피 서울숲점	에콰도르 엘 아구와까떼	0	7000
230	21	센터커피 서울숲점	솔티드 카라멜 라떼	0	6500
231	22	백소정 뚝섬역점	마제소바+돈카츠	1	13900
232	22	백소정 뚝섬역점	모짜렐라치즈카츠(4pcs)	1	12500
233	22	백소정 뚝섬역점	에비텐온소바+돈카츠	1	13900
234	22	백소정 뚝섬역점	에비텐어묵우동+돈카츠	1	14500
235	22	백소정 뚝섬역점	돈카츠(로스카츠)	1	9500
236	22	백소정 뚝섬역점	카라이(辛)마제소바+돈카츠	1	14500
237	22	백소정 뚝섬역점	카라이(辛)에비텐온소바+돈카츠	1	14500
238	22	백소정 뚝섬역점	머쉬룸포크카레+에비텐	1	12500
239	22	백소정 뚝섬역점	냉소바+돈카츠	1	13900
240	22	백소정 뚝섬역점	카라이(辛)에비텐온소바	0	9500
241	22	백소정 뚝섬역점	카라이(辛)마제소바+에비텐	0	12900
242	22	백소정 뚝섬역점	카라이(辛)마제소바	0	9500
243	22	백소정 뚝섬역점	자루소바+돈카츠	0	13900
244	22	백소정 뚝섬역점	마제소바+에비텐	0	12500
245	22	백소정 뚝섬역점	마제소바	0	8900
246	22	백소정 뚝섬역점	에비텐온소바	0	8900
247	22	백소정 뚝섬역점	에비텐어묵우동	0	9500
248	22	백소정 뚝섬역점	머쉬룸 포크카레	0	8900
249	22	백소정 뚝섬역점	머쉬룸포크카레+돈카츠	0	13900
250	22	백소정 뚝섬역점	자루소바	0	8900
251	22	백소정 뚝섬역점	자루소바+에비텐	0	12500
252	22	백소정 뚝섬역점	에비텐모듬카츠	0	13900
253	22	백소정 뚝섬역점	치즈모듬카츠	0	13900
254	22	백소정 뚝섬역점	냉소바	0	8900
255	22	백소정 뚝섬역점	냉소바+에비텐	0	12500
256	22	백소정 뚝섬역점	로제소스추가	0	3000
257	22	백소정 뚝섬역점	미니우동추가	0	3000
258	22	백소정 뚝섬역점	돈카츠추가	0	5500
259	22	백소정 뚝섬역점	미니카레라이스추가	0	3500
260	23	에르제 성수	잠봉뵈르 샌드위치	1	7800
261	23	에르제 성수	크로플	1	4500
262	23	에르제 성수	무화과 깜빠뉴	1	7800
263	23	에르제 성수	크로와상	0	4000
264	23	에르제 성수	커스터드 크림 크로와상	0	5200
265	23	에르제 성수	플레인 깜빠뉴	0	6500
266	23	에르제 성수	곡물 깜빠뉴	0	7300
267	23	에르제 성수	호두&크랜베리 깜빠뉴	0	7300
268	23	에르제 성수	초코다미아 깜빠뉴	0	8000
269	23	에르제 성수	무화과 호밀빵	0	8500
270	23	에르제 성수	바게트	0	3800
271	23	에르제 성수	올리브 치아바타	0	4800
272	23	에르제 성수	치즈 치아바타	0	4800
273	23	에르제 성수	플레인 피낭시에	0	3000
274	23	에르제 성수	발로나초코 피낭시에	0	3400
275	23	에르제 성수	트러플 솔트 피낭시에	0	4200
276	24	성수베이킹스튜디오	프랑스바게트	1	2700
277	24	성수베이킹스튜디오	치즈올리브치아바타	1	3500
278	24	성수베이킹스튜디오	브리오슈	0	4800
279	24	성수베이킹스튜디오	크루아상	0	3200
280	24	성수베이킹스튜디오	무화과깜빠뉴	0	4200
281	24	성수베이킹스튜디오	잠봉뵈르	0	5300
282	25	온량	토마호크 포크 커틀렛	1	0
283	25	온량	스파이시 로제 파스타	1	18000
284	25	온량	콰트로 크림 리소토	1	19000
285	25	온량	만조 크림 파스타	0	19000
286	25	온량	나시고렝 쉬림프 필라프	0	17000
287	25	온량	불고기 필라프	0	17000
288	25	온량	봉골레 파스타	0	19000
289	25	온량	리코타 치즈샐러드	0	16000
290	25	온량	핫 쉬림프 토마토 리소토	0	19000
291	25	온량	치킨 로제 리소토	0	19000
292	26	성수동대림창고갤러리	게이샤 시그니처	1	0
293	26	성수동대림창고갤러리	대림창고 딸기우유	1	9000
294	26	성수동대림창고갤러리	필스너우르켈	1	8000
295	26	성수동대림창고갤러리	아메리카노	0	5000
296	26	성수동대림창고갤러리	디카페인커피	0	6000
297	26	성수동대림창고갤러리	카페라떼	0	6000
298	26	성수동대림창고갤러리	아인슈페너	0	6500
299	26	성수동대림창고갤러리	바닐라라떼	0	7000
300	26	성수동대림창고갤러리	코젤다크&코젤시나몬	0	8000
301	26	성수동대림창고갤러리	맥파이 페일에일 , 쾰쉬	0	8000
302	27	강남면옥 성수점	갈비탕	0	15000
303	27	강남면옥 성수점	갈비찜 소	0	49000
304	27	강남면옥 성수점	갈비찜 중	0	63000
305	27	강남면옥 성수점	갈비찜 대	0	79000
306	27	강남면옥 성수점	수육	0	40000
307	27	강남면옥 성수점	홍어회	0	40000
308	27	강남면옥 성수점	회냉면	0	12000
309	27	강남면옥 성수점	섞어냉면	0	12000
310	27	강남면옥 성수점	비빔냉면	0	11000
311	27	강남면옥 성수점	물냉면	0	11000
312	27	강남면옥 성수점	냉면사리	0	6000
313	27	강남면옥 성수점	찐만두	0	9000
314	27	강남면옥 성수점	만두국	0	10000
315	28	쵸리상경	연어 솥밥	1	18000
316	28	쵸리상경	전복장 솥밥	1	19000
317	28	쵸리상경	스테이크 솥밥	1	25000
318	28	쵸리상경	표고 멘보샤 4pc	1	14000
319	28	쵸리상경	갈비 솥밥	0	18000
320	28	쵸리상경	언양식 납작불고기 솥밥	0	18000
321	28	쵸리상경	장어감태구이	0	17000
322	28	쵸리상경	문어초회	0	23000
323	28	쵸리상경	수비드 된장 통삼겹구이	0	25000
324	28	쵸리상경	방어회 바질 페스토	0	25000
325	29	소소하게	아메리카노	0	4500
326	29	소소하게	카페라떼	0	5000
327	29	소소하게	소소라떼	0	6800
328	29	소소하게	바닐라빈크림라떼	0	6800
329	29	소소하게	흑임자라떼	0	6800
330	29	소소하게	에스프레소	0	4500
331	29	소소하게	바닐라라떼	0	5500
332	29	소소하게	카푸치노	0	5000
333	29	소소하게	얼그레이클래식	0	4700
334	29	소소하게	루이보스초콜릿	0	4700
335	29	소소하게	레드베리애플	0	4700
336	29	소소하게	오렌지그린마테	0	4700
337	29	소소하게	그레이스웨딩피치	0	4700
338	29	소소하게	캐모마일	0	4700
339	29	소소하게	모시티	0	6800
340	29	소소하게	밀크티	0	6800
341	29	소소하게	호박라떼	0	6800
342	29	소소하게	초콜릿라떼	0	5800
343	30	대성갈비	돼지갈비	0	17000
344	30	대성갈비	목살	0	17000
345	30	대성갈비	소갈비	0	35000
346	30	대성갈비	삼겹살	0	17000
347	30	대성갈비	냉면	0	5000
348	30	대성갈비	백반	0	8000
349	30	대성갈비	등심	0	25000
350	30	대성갈비	차돌박이	0	25000
351	30	대성갈비	갈비살	0	28000
352	31	쎈느Scene	오렌지버터 스콘	0	4500
353	31	쎈느Scene	어글리 쿠키	0	3500
354	31	쎈느Scene	어글리 말차쿠키	0	3500
355	31	쎈느Scene	애플크럼블	0	4800
356	31	쎈느Scene	플레인 스콘	0	3500
357	31	쎈느Scene	아메리카노	0	5000
358	32	도렐 성수점	캐그	1	5300
359	32	도렐 성수점	블랙치스톤	1	5300
360	32	도렐 성수점	성수동못난이(초코)	0	4500
361	32	도렐 성수점	성수동못난이(베이컨)	0	5500
362	32	도렐 성수점	소세지페스츄리	0	6500
363	32	도렐 성수점	크로아상	0	4000
364	32	도렐 성수점	초코크로아상	0	5000
365	32	도렐 성수점	크로아상샌드위치	0	7000
366	32	도렐 성수점	르뱅쿠키(화이트)	0	3800
367	32	도렐 성수점	르뱅쿠키(다크)	0	3800
368	32	도렐 성수점	르뱅쿠키(밀크)	0	3800
369	32	도렐 성수점	에그타르트	0	3600
370	32	도렐 성수점	버터크랙타르트	0	3600
371	32	도렐 성수점	초코타르트	0	3900
372	32	도렐 성수점	레몬파운드	0	3600
373	32	도렐 성수점	얼그레이파운드	0	3600
374	32	도렐 성수점	애플파운드	0	3800
375	32	도렐 성수점	말차파운드	0	3800
376	32	도렐 성수점	바스크치즈케이크	0	5000
377	32	도렐 성수점	블루베리비스킷	0	3300
378	32	도렐 성수점	베리잼스콘	0	2700
379	32	도렐 성수점	까눌레	0	2900
380	32	도렐 성수점	피넛까눌레	0	2900
381	32	도렐 성수점	휘낭시에	0	2700
382	32	도렐 성수점	솔티카라멜휘낭시에	0	2700
383	33	하프커피 성수점	HAZELNUT CREAM LATTE	1	6500
384	33	하프커피 성수점	BUTTER CREAM LATTE	1	6500
385	33	하프커피 성수점	HALFF COFFEE CREAM DOUGHNUT	1	3300
386	33	하프커피 성수점	약과 르뱅쿠키	1	4500
387	33	하프커피 성수점	로제 뱅쇼 티에이드	0	7500
388	33	하프커피 성수점	로제 뱅쇼 티	0	7500
389	33	하프커피 성수점	BUTTER CREAM LATTE L	0	7200
390	33	하프커피 성수점	BANANA CREAM LATTE	0	6000
391	33	하프커피 성수점	MATCHA CREAM LATTE	0	6000
392	33	하프커피 성수점	BLACK SESAME CREAM LATTE	0	6000
393	33	하프커피 성수점	EINSPANNER	0	6000
394	33	하프커피 성수점	FILTER COFFEE	0	5200
395	33	하프커피 성수점	AMERICANO	0	5200
396	33	하프커피 성수점	FLAT WHITE	0	5600
397	33	하프커피 성수점	CAFE LATTE	0	5600
398	33	하프커피 성수점	SERENITY TAVALON	0	6000
399	33	하프커피 성수점	CRIMSON PUNCH TAVALON	0	6000
400	33	하프커피 성수점	PASSION FRUITS TEA ADE	0	7000
401	33	하프커피 성수점	PEACH YOGURT DONUT	0	3700
402	33	하프커피 성수점	RASPBERRY CREAM DOUGHNUT	0	3500
403	33	하프커피 성수점	LEMON CREAM DOUGHNUT	0	3000
404	33	하프커피 성수점	HOJI CREAM DOUGHNUT	0	3500
405	33	하프커피 성수점	MALT CREAM DOUGHNUT	0	3300
406	33	하프커피 성수점	카라멜 피칸 르뱅쿠키	0	4500
407	33	하프커피 성수점	초콜릿 호두 르뱅쿠키	0	4200
408	33	하프커피 성수점	오레오 르뱅쿠키	0	4200
409	33	하프커피 성수점	초콜릿 스모어 르뱅쿠키	0	4200
410	33	하프커피 성수점	로투스 르뱅쿠키	0	4200
411	33	하프커피 성수점	레인보우 르뱅쿠키	0	4200
412	34	미도인 성수	미도인 가정식 스테이크	1	13800
413	34	미도인 성수	미도인 스테이크 덮밥	1	10500
414	34	미도인 성수	400 등심 스테이크 덮밥(한정메뉴)	0	15200
415	34	미도인 성수	가정식 스테이크 구첩 반상(한정메뉴)	0	15900
416	34	미도인 성수	가정식 대창 구첩 반상(한정메뉴)	0	15900
417	34	미도인 성수	가정식 부챗살 스테이크	0	14800
418	34	미도인 성수	트리플 스테이크	0	15800
419	34	미도인 성수	대창 가정식 스테이크	0	17700
420	34	미도인 성수	곱창 가정식 스테이크(한정메뉴)	0	18700
421	34	미도인 성수	화산 불백 덮밥	0	9300
422	34	미도인 성수	곱창 대창 덮밥(한정메뉴)	0	13900
423	34	미도인 성수	큐브 스테이크 덮밥	0	11500
424	34	미도인 성수	대창 덮밥	0	12500
425	34	미도인 성수	곱창대창 큐브스테이크 덮밥(한정메뉴)	0	16800
426	34	미도인 성수	대창 큐브 스테이크 덮밥(대큐)	0	14800
427	34	미도인 성수	명란 크림 파스타	0	12800
428	34	미도인 성수	새우 로제 생면 파스타	0	13800
429	34	미도인 성수	바질크림 새우파스타	0	14800
430	34	미도인 성수	청두 사천 탄탄멘	0	8800
431	34	미도인 성수	미도인 곱창 라멘(한정메뉴)	0	12800
432	34	미도인 성수	미도인 마제소바	0	9800
433	34	미도인 성수	곱대 마제소바	0	13800
434	34	미도인 성수	미도인 우실장 떡볶이	0	9500
435	34	미도인 성수	미도인 곱창 떡볶이 (한정메뉴)	0	13900
436	34	미도인 성수	미도인 스카치 에그 (한정메뉴)	0	4800
437	34	미도인 성수	마리네이드 토마토 사라다	0	6500
438	34	미도인 성수	음료/주류	0	0
439	35	진작다이닝	후토마끼	1	16900
440	35	진작다이닝	카이센동	1	28900
441	35	진작다이닝	호르몬동	0	15900
442	35	진작다이닝	사케동	0	15900
443	35	진작다이닝	아부리사케동	0	15900
444	35	진작다이닝	단새우 쯔케 파스타	0	17900
445	35	진작다이닝	우니파스타	0	22000
446	35	진작다이닝	우니 바질파스타	0	24000
447	35	진작다이닝	마제파스타	0	16900
448	35	진작다이닝	진작봉골레	0	16900
449	35	진작다이닝	명란 감태 까르보나라	0	16900
450	35	진작다이닝	모듬카츠	0	18900
451	35	진작다이닝	레몬시소에이드	0	5900
452	35	진작다이닝	유즈에이드	0	5900
453	35	진작다이닝	복(福) 에이드	0	6900
454	35	진작다이닝	메론소다	0	4900
455	35	진작다이닝	춘하추동	0	13000
456	35	진작다이닝	하이볼	0	8900
457	35	진작다이닝	레몬사와	0	6900
458	35	진작다이닝	자몽우롱하이	0	7900
459	35	진작다이닝	화요	0	25000
460	35	진작다이닝	진로	0	5000
461	35	진작다이닝	토끼소주 40도	0	42000
462	35	진작다이닝	산다라 샤도네이 스파클링 사케	0	13000
463	35	진작다이닝	오키나와 생맥주	0	8900
464	36	텅 성수 스페이스	이모지 케이크(FRUIT)	1	12000
465	36	텅 성수 스페이스	자이언트 이모지 케이크(FRUIT)	1	45000
466	36	텅 성수 스페이스	쉘린 크라운 미니 크로와상	1	4500
467	36	텅 성수 스페이스	이모지 케이크(MATCHA)	0	12000
468	36	텅 성수 스페이스	자이언트 이모지 케이크(MATCHA)	0	45000
469	36	텅 성수 스페이스	로렌케이크	0	15000
470	36	텅 성수 스페이스	블랑 케이크	0	10000
471	36	텅 성수 스페이스	텅 아메리카노	0	5500
472	36	텅 성수 스페이스	텅 라떼	0	6000
473	37	오레노카츠 성수본점	-1	-1	0
474	38	이오로비스트로	매콤명란파스타	0	14900
475	38	이오로비스트로	참치노리마끼	0	15900
476	38	이오로비스트로	이오로 모듬 스시락	0	23900
477	38	이오로비스트로	바질페스토새우 파스타	0	15900
478	38	이오로비스트로	우삼겹소이크림파스타	0	14900
479	38	이오로비스트로	야끼대창파스타	0	14900
480	38	이오로비스트로	사케동	0	14900
481	38	이오로비스트로	아부리사케동	0	14900
482	38	이오로비스트로	부타규동	0	11900
483	38	이오로비스트로	김치대창필라프	0	12900
484	38	이오로비스트로	타마고산도	0	7900
485	38	이오로비스트로	연어대왕초밥	0	8500
486	38	이오로비스트로	문어튀김과 감자튀김	0	14900
487	38	이오로비스트로	게살크림고로케	0	7900
488	39	슈퍼말차 성수	슈퍼말차 라떼	1	5500
489	39	슈퍼말차 성수	그랜드 말차	0	6000
490	39	슈퍼말차 성수	말차 에스프레소 라떼	0	6000
491	39	슈퍼말차 성수	코코넛 말차	0	5500
492	39	슈퍼말차 성수	슈퍼보리 라떼	0	5500
493	39	슈퍼말차 성수	말차 클렌즈 워터	0	4500
494	39	슈퍼말차 성수	오트 말차 라떼	0	6500
495	39	슈퍼말차 성수	소이 말차 라떼	0	6000
496	39	슈퍼말차 성수	슈퍼말차 라떼 보틀	0	6500
497	39	슈퍼말차 성수	레드베리티 에이드	0	5500
498	39	슈퍼말차 성수	캐모마일	0	5000
499	39	슈퍼말차 성수	페퍼민트	0	5000
500	39	슈퍼말차 성수	호박팥차	0	5000
501	39	슈퍼말차 성수	슈퍼말차 아포가토	0	7000
502	39	슈퍼말차 성수	슈퍼보리 아포가토	0	7000
503	39	슈퍼말차 성수	플랫 화이트	0	5500
504	39	슈퍼말차 성수	카페 라떼	0	5500
505	39	슈퍼말차 성수	아메리카노	0	5000
506	40	몽련	몽련도끼살	1	48000
507	40	몽련	소세트	1	103000
