	id	title	addr	tel	info	image_place	image_food	url
147	10	호호식당 성수	서울 성동구 서울숲4길 25	0507-1322-2384	대학로에서 유명한 호호식당이 성수동에 3호점을 오픈했습니다._x000D_ 좋은 재료로 만든 맛있고 건강한 일본가정식을 여유롭고 멋스러운 공간에서 즐길 수 있는 곳입니다._x000D_ 성수동 호호식당에는 식사 이외에도 다양한 커피와 차, 음료, 주류 등이 마련되어 있어 좀 더 여유있고 풍성한 식사시간을 보낼 수 있습니다. _x000D_ 사랑하는 사람들과 특별한 시간을 보낼 수 있는 곳으로 추천합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMTlfMTk1%2FMDAxNjQ3NjczNDQzMjUx.uf7lcmukCMg2XjOjFnaW6TDxR5Jfh8KExW_1i2cdYs0g.iliW2fSbbztN37J-GKevxzbSkdTSgub5OWDAOn0oL84g.JPEG.dhkswl9815%2FIMG_7911.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMTQg%2FMDAxNjc1ODMxOTMzMDU5.T4XjOyZaCYFIwz1ci_AKBkzPkRci17Hwam7uzKXrGtEg.Ik5F9T7eOLeEuhG71GaFeo2KnGXoZCeTRXLeS-WwWncg.JPEG%2FBAA79D70-A0D2-4C0D-9871-17A54528DD7E.jpeg	https://m.place.naver.com/restaurant/1836968731/home
1	11	난포	서울 성동구 서울숲4길 18-8 지층	0507-1425-1540	아주 작은 바닷가마을, 푸르디 푸른 난포_x000D_ 그 옛날 손녀만을 위해 만들어 주시던 할머니의 음식들을_x000D_ 많은 손자손녀들에게 소개하려 합니다_x000D_ 성수동에서_	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA1MDVfMjk4%2FMDAxNjIwMjAxMjI4MDA0.ek4zevSjlb2_M9yq_FsPdjJ3wHaEYSIyrrj9DbyMcjwg.JxJqkWz3sfOzseGuj41DcE1RzUe2jfYXfRKfcmaDHIgg.JPEG.hoy3149%2F20210224_141536.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDdfMTYw%2FMDAxNjc1Nzc5ODc2MzI0.hBTos4up3Rv_BOfD9hH-ep5HwYHeK_mcW8NvPBqjneMg.NQ5uiEZbP0zcc3ErtrmCxF2RUBSHVpOqCciiq95rnaEg.JPEG%2FB58C124F-C275-4F62-A30A-C661ED6D5E62.jpeg	https://m.place.naver.com/restaurant/1910927846/home
307	12	마를리	서울 성동구 연무장길 47 홍원빌딩	02-467-0303	마를리 케이크와 스콘 전문점이며 70여평규모입니다. 대관문의는 02-467-0303으로 언제든 문의주시기 바랍니다. 케이크 클라스는 인스타그램 또는 네이버 까페에 공지합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA0MDlfMjIx%2FMDAxNDkxNzI2MjQ5NjU2.fEhgdARbknUk6h1DOlx-pD9ScwL5LsjOh-JMRCvMS6Qg.zEz9X3eoHv77OSQgJEwxyhJNASyabhRi5mICVyrxgukg.JPEG.jhiene9%2FIMG_7125.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDZfMjgz%2FMDAxNjc1Njg4NjkwNDEy.1IfdoPIVFYVLsfzn37vyTEaCfT2F-3wm0yfl1czHeFsg.s1uarNuMcD0gWqeEhG2EsEWuNBUP4CwrPwY7vnbZXIQg.JPEG%2F20230125_110608.jpg	https://m.place.naver.com/restaurant/742676592/home
498	13	마를리	서울 성동구 연무장길 47 홍원빌딩	02-467-0303	마를리_x000D_ 케이크와 스콘 전문점이며 70여평규모입니다._x000D_ 대관문의는 02-467-0303으로 언제든 문의주시기 바랍니다._x000D_ 케이크 클라스는 인스타그램 또는 네이버 까페에 공지합니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzAxMTdfODgg%2FMDAxNjczOTE2MjQ5NDQ2.TfOcw2uBxJvHUf3BFCh6rJht916XNzNtoGjS2jGvZlMg.FYYj55gFkKD-BslP0TfF7n7HAVWJ29La73UtRzRnR8Yg.JPEG.kissessory%2Fimage740049440168132951520230108%25EF%25BC%253F142737.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDZfMjgz%2FMDAxNjc1Njg4NjkwNDEy.1IfdoPIVFYVLsfzn37vyTEaCfT2F-3wm0yfl1czHeFsg.s1uarNuMcD0gWqeEhG2EsEWuNBUP4CwrPwY7vnbZXIQg.JPEG%2F20230125_110608.jpg	https://m.place.naver.com/restaurant/742676592/home
356	14	스웨덴피크닉 서울숲	서울 성동구 왕십리로5길 9-20 2층	0507-1379-4707	<평점이 4.92? 왜 이렇게까지 높냐고요?> 1. 전세계의 와인잔 200개를 써볼 수 있어요. 왜 이렇게까지 하냐고요? 스웨덴 친구들의 수집하는 문화를 경험하실 수 있게 준비하고 싶었습니다. 그래서 전세계의 빈티지 잔부터 힙한 작가의 작품까지 모두 써보실 수 있어요. 2. 생일을 특별하게 만들어드려요. 정말 소중한 날이시죠? 기억에 남는 시간을 만들어드릴게요. 생일자를 위한 히든 메뉴, 그리고 생일 소품을 준비해두었어요. 소중한 생일을 최고의 날로 기억하세요. 3. 질문카드 150개를 준비해뒀어요. 보통 데이트를 하다보면 할 말이 없어 어색할 때가 있습니다. 하지만 질문카드를 쓰다 마감시간이 되어 나가는 분들이 많았어요. 술, 와인을 마시는 이유는 보다 가치있는 대화를 하기 위해서였습니다. <행복한 나라, 스웨덴> 스웨덴으로 한번 피크닉 가보실래요? 스웨덴피크닉의 평점이 이렇게까지 높은 이유를 알려드릴게요. 찐심으로 퇴근 후 찾아오는 당신이 행복하길 바랐어요. 우리는 생일파티를 좋아하고, 데이트에는 더 찐심입니다! 심지어 소개팅이나 퇴사 축하를 위해 오시기도 하죠. 그리곤 모두 행복한 시간을 보내고 가십니다. 적당한 가격의 내추럴 와인, 건강한 식재료만 엄선한 맛있는 음식은 오늘의 선택이 실패할 수가 없답니다. Very Important Friends! 당신을 VIF로 모실게요. *평점은 송리단길 본점 기준입니다 :)	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjEwMjdfMTkz%2FMDAxNjY2ODcxOTIxMjM5.AAenTKbteYuXt1_IxEG5cFBbyBpYbV6nVT1Hp0W3UiYg.a0ZKsdFL5K6R_aZqYaFYHYySYt58uinNNrmqEFqV3ZIg.JPEG.hbeen0123%2FIMG_2933.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMjQ4%2FMDAxNjc1ODU2MDA3ODgy.aW_tsS1LDVd0GLC112C9rhowzMm_OtzOxlIz20ObNPYg.p2Twf9Ib66zVUJmBpATb97w1n45HDtBdUb44Z-lt3kYg.JPEG%2FDABC542C-69E0-450A-8017-F2C780BE73D5.jpeg	https://m.place.naver.com/restaurant/1064570011/home
217	15	성수다락	서울 성동구 뚝섬로9길 20 2층	0507-1349-9197	[라스트오더 안내] 평일 (월-금) 런치 - 14시 30분 / 디너 - 20시 30분 주말 (토-일) 디너 - 20시 30분 *런치 브레이크타임 X [ 매장 설명 ] 오므라이스 & 파스타 전문점 성수동맛집 성수다락입니다! 저희 성수다락은 맛있는 음식점, 훌륭한 데이트 맛집을 넘어 특별한 경험과 추억을 선물하고자합니다 :) ! 스르륵 촥, 하고 갈라지는 다락의 시그니쳐 오므라이스 ! 다양하고 감각적인 플레이팅의 파스타 맛집 ! 깔끔한 인테리어와 햇살감성의 분위기 성수역맛집 성수다락 *예약은 네이버예약을 통해 가능합니다 *반려동물 입장은 어려운 점 양해 부탁드리겠습니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMDhfMjAz%2FMDAxNjA3NDM3NTczMjcx.9j2qg9WYwaHP6uIQyjoi5rDEEBbn26ouQMvvkPtwTDUg.36xe5eaKhjQy6KfOV73uAtXbP1j_5WXjUYx1kwhAzOgg.JPEG.cjttkfkdalsl%2F1607436909006.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDhfMTQ2%2FMDAxNjc1ODY3MDMzNDA4.xesyEHSPRQBWQ2qB0h9BuoOfrdH0FjuqRCzvR_E97fAg.83k19xwFscV5B3EDO2vMLrjmvKVo_XP3uahJHW1nHAgg.JPEG%2F6462CA18-48A2-4037-9CA6-F1C613C6CAD6.jpeg	https://m.place.naver.com/restaurant/1241532707/home
286	16	멜로워 성수 더 플래그쉽	서울 성동구 성수이로7길 39	02-499-1112	일상의 소소한 재미와 즐거움 작은 사치를 누릴 줄 아는 남다른 우리들 가치있는 경험들로 일상을 공유하는 라이프 스타일 공동체 커피 한 잔의 기억이 추억이 되는 공간, 이 곳에서 함께하는 여러분 모두가 MELLOWER 입니다	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA3MjBfMTA5%2FMDAxNTMyMDY2NTQ3MTQ1.DCCZNxK14fHodh_5x_Gj8qnH4OIT8HJ4YS2icJZi5Bkg.icgeX3JTmvKdOtFw6cvibPIc3zGX51EL1QoNINuJGJsg.JPEG.pizazzjazz%2F%25B8%25E1%25B7%25CE%25BE%25EE5.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDVfODEg%2FMDAxNjc1NTgyMDAyNDc3.JqxHXGjy4jkd_rH1GjmbvLxMajKaCqd4tK7nZWGuK14g.B0a2gPveb_IzYqp7roF1cjl2SV2u5kPmKtj-tKBWcEMg.JPEG%2F20230205_154025.jpg	https://m.place.naver.com/restaurant/365858525/home
49	17	비사벌 전주 콩나물 국밥	서울 성동구 왕십리로6길 1-2	02-464-8704	메뉴는 오직 콩나물국밥과 막걸리에 한약재를 더해 끓인 모주로 유명한 음식점입니다. 전주에 본점의 유명세를 타고 서울가지 진출하였습니다. 해장을 하기 위한 사람들도 많지만 한 끼 든든한 식사를 위해 이곳을 찾는 사람들이 더욱 많을 정도로 구수하고 정겨운 음식입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20160215_19%2Falice-chu_1455537208456AkXMI_JPEG%2FP20160209_142936000_7623CE87-174F-4122-B03F-827E4C28D851.JPG	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjFfMzUg%2FMDAxNjc0MjMwNzIyNTM0.deTFcoC9KdIWmEzpDge_JdI-Q4pHDmanu74iUIjXBwkg.3M_aCs4vvBwuEJIvQcW7FgGqObFpPlHFgGP8Wo_-Cwkg.JPEG%2F20230117_153304.jpg	https://m.place.naver.com/restaurant/13294930/home
342	18	노티드 성수피치스	서울 성동구 연무장3길 9	070-8865-9377	고객센터 1800-6067 (운영 시간: 평일 9시 ~ 18시, 토/일요일 및 공휴일 휴무) 안녕하세요. 다양한 디저트와 품질 좋은 커피를 즐길 수 있는 프리미엄 디저트 카페, 스마일 하우스 노티드입니다. 문의사항이 있으실 경우 운영시간 내 유선으로 문의주시거나, 노티드 공식 [카카오플러스친구] 채널 하단의 온라인문의를 통해 남겨주세요.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA2MTVfNDkg%2FMDAxNjIzNzQ1Njk1MjQ1.UFrHlgOyvTOrkMye53en_GaChyWS74GJIht9Rad3TEcg.8vHL4qQNfDxtThT7VbOtRUkvwB7X-F_aoSLGjfzrS70g.JPEG.michellejjo%2FIMG_7243.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDVfMjIy%2FMDAxNjc1NjA2MzkzNTM0._SFWq-NxrVKVd6BiBk2DG4Fko4RMr0O58lv2umASwJ8g.3HBeQnm3EsOn0i2IbvQUBYZYCPGds4MsIKxjF7tuo8Ig.JPEG%2FCCA13273-B40F-46FC-927B-9AF19F0A589B.jpeg	https://m.place.naver.com/restaurant/1022973489/home
327	19	LOWIDE	서울 성동구 서울숲2길 22-1	0507-1430-2219	애견 동반 가능 좌석은 야외 테라스와 내부 제한된 좌석(5좌석)이 준비되어 있습니다. 주차는 매장 완전 근처에는 가능하신 공간이 없고, 갤러리아 포레 또는 성동 구민 체육센터 주차장이 주차 가능한 제일 가까운 공영 주차장입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MjNfMjQ0%2FMDAxNjYxMjM4MDU2MTAw.cDi9cF-KrBYjsain2UQLDZJLAl2enJCsUlefyawKlCwg.vKIWVozlZfDZQC4uXx5Qs7cOJeqsEAzu44eRjACLfTwg.JPEG.iwbysh28%2FIMG_6426.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMDdfMTYy%2FMDAxNjc1NzcyMzYxMjQ1.GN_vhueMKl0pnlA7A9Y6suDuwJ9Is00N5JpfNaB8cwkg._LSsxYdg88pCItGpYAegETgchSyjTWIfgjbWilnRYDQg.JPEG%2F14E6374D-5945-42C2-A242-D6E81E30EF94.jpeg	https://m.place.naver.com/restaurant/1687687205/home
151	20	탐광	서울 성동구 연무장5가길 26	070-8869-3333	가츠동과 카레누들을 전문으로 하는 작은 일식당 입니다.	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA3MTJfMTU4%2FMDAxNjU3NTgyNjk1MzY1.SnPDmZCs59fFDJsngxMqQ8OoNMkNPYQMmvcTgKYE9uYg.oyBeay5lhHO5CcIGpDAgACAOJFcjlwHki7ywBfsDFR8g.JPEG.ksj200000%2FIMG_3674.jpg	https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMzBfMTk3%2FMDAxNjc1MDUyMDA2MjM4.H81QfOMuPg9Umr86TeneDWpokQkRbCuml4DGt2DiPAcg.Glxcqx4mIwR2d_Rm2exuAURYRIpNQBq_8YWS-4VOZIEg.JPEG%2F1675045693921-16.jpg	https://m.place.naver.com/restaurant/1778707941/home
